Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
Slc22a15	-0.470879107850287	2.7580857501363	-0.720680489270119	0.473651673032566	0.780906355916501	-5.82369909498819
Ppp1r16a	-0.647710980051802	3.46085616660409	-0.720627482005392	0.473684076793601	0.780906355916501	-5.9025573448064
Elob	0.304744244438977	7.18665913801838	0.720607181368245	0.473696487064154	0.780906355916501	-6.41446978622421
Olfr586	-0.527448570179041	-1.55878975157695	-0.720583563458145	0.473710925494029	0.780906355916501	-5.55453785205546
Trip11	-0.249039850424002	6.03304993129669	-0.72052278470296	0.473748082747482	0.780906355916501	-6.34345585759972
Ankub1	-0.466808569016222	-1.4814556706112	-0.720277783664451	0.473897881402369	0.780961077334288	-5.55635578053128
Zfp3	0.322166627754395	1.82022019598549	0.720218910533365	0.473933881609326	0.780961077334288	-5.83466502629403
Htatsf1	-0.145637009082342	5.80577600326251	-0.720160924572428	0.473969340825441	0.780961077334288	-6.3367204042061
Fam160b1	0.139991482894549	5.6645431462914	0.720115780348076	0.473996948174853	0.780961077334288	-6.33704633972929
Fam169a	-0.491183943223323	-0.764911312240951	-0.720105978123136	0.474002942714476	0.780961077334288	-5.56907120627371
Pccb	0.156640229602297	5.25051733812417	0.719989500585069	0.474074177683806	0.781005397370049	-6.31178590671805
Krtap28-13	-0.497517288672662	-2.10392348778235	-0.71982753652766	0.474173241157825	0.781095550424186	-5.54843233559933
Prg2	-0.529304934570714	-1.27495371462549	-0.719754828894157	0.474217715738681	0.781095771898327	-5.55970500868829
Rere	-0.285246342433071	6.12667758547503	-0.719597929366088	0.474313697703616	0.781180824490174	-6.34439772361204
Kazn	-0.3465704784802	4.55334601348504	-0.719445012607039	0.474407253747027	0.781261866131404	-6.04048483342061
Cdc42se2	0.119729874996895	6.65458467185072	0.719319908961318	0.474483801152855	0.7812819660065	-6.40260646400348
Setd5	0.184781698062699	6.60340892941966	0.719223025817254	0.474543085994118	0.7812819660065	-6.39929651262338
Zfp988	0.482624329587755	-1.81836935104062	0.719154704475024	0.474584895767715	0.7812819660065	-5.56537330612143
Adamts5	0.351737229819854	6.92603065613449	0.719120937994287	0.474605560190728	0.7812819660065	-6.40844878935379
Ppm1k	-0.223967573411492	3.58948354161693	-0.719062682584525	0.474641212545502	0.7812819660065	-6.09223884253082
Fam43b	-0.495622802811816	-2.19406119907695	-0.71896502979707	0.474700979499533	0.781290985712798	-5.54914451674217
Gulo	-0.46296857846002	-2.18266955943015	-0.718859258529826	0.474765720018363	0.781290985712798	-5.54912882521176
Lcp2	-0.205917648676731	6.32058411269809	-0.71883634465975	0.474779745802424	0.781290985712798	-6.37798457803518
Zfp947	-0.227952955637937	2.41807686659223	-0.718757836472107	0.474827803128165	0.781297083869396	-5.90593708857761
Hmox1	0.33710137079934	7.84221544964648	0.718608755333244	0.474919067890733	0.781297143079977	-6.4196822126911
Amigo1	-0.428811455179154	2.1552234280887	-0.718420218869762	0.47503450058924	0.781297143079977	-5.77412344406117
Csnk1g2	0.266429444906517	6.35168627416229	0.718237479868402	0.47514639878418	0.781297143079977	-6.38468994991449
Casp7	0.150922145662339	4.84629900230028	0.718166426441709	0.475189911554402	0.781297143079977	-6.28094134137805
Cldn2	0.541396483873669	-0.198887802878295	0.718155950812686	0.475196326967453	0.781297143079977	-5.6180955565567
Mapk8ip2	-0.559190725385387	-2.13242664190219	-0.718151701511002	0.475198929309576	0.781297143079977	-5.54962743876855
Sgsm1	0.290117551101699	2.12221228850681	0.71814950603329	0.475200273859309	0.781297143079977	-5.94715165676816
C330027C09Rik	-0.609209236537734	3.27170285444197	-0.718144381753962	0.475203412067731	0.781297143079977	-5.92325949975026
2210017I01Rik	-0.543927279047479	-0.340398539156313	-0.718105861187904	0.475227003184716	0.781297143079977	-5.59280492646175
Kcns3	-0.585006219892899	1.56664611230897	-0.718003473913847	0.475289711330053	0.781327319409315	-5.66407814411905
Chrm3	0.555547643475642	0.520227054661866	0.717907087554503	0.475348748396526	0.781351455794831	-5.72804598491349
Raet1d	-0.489302581272254	-0.805524918881779	-0.717727173599175	0.475458957489863	0.781398741277464	-5.57889839567552
Ube2q1	0.178096747285702	6.32184839997485	0.717596280215548	0.475539147278146	0.781398741277464	-6.38803495748187
Cnksr3	0.168056099816694	4.26405169465235	0.717506089580072	0.475594405578335	0.781398741277464	-6.21279812955631
Otop1	-0.498615346351014	-2.05082733350993	-0.717425495559159	0.475643787240201	0.781398741277464	-5.55006487440244
Cct5	0.143399063016693	7.78517493836935	0.717323260099792	0.475706433207647	0.781398741277464	-6.42238562810512
Madcam1	-0.504852264637604	-1.57980657820641	-0.717299619327464	0.475720920024816	0.781398741277464	-5.55719328106554
Sh3pxd2a	-0.25620464242527	7.39452752350073	-0.717211187232275	0.475775112478701	0.781398741277464	-6.40892807473715
Eif2s3y	-0.664326791116381	-2.27858048876199	-0.717170221503046	0.47580021803749	0.781398741277464	-5.54565863567334
Rpl7l1	0.142010013706196	5.62445324074996	0.717026021954345	0.475888595626316	0.781398741277464	-6.34732825769841
Cenpm	0.367236421431221	1.47777134335341	0.717006639143097	0.475900475742044	0.781398741277464	-5.91245669388846
Ilvbl	-0.29087371415989	4.66804202920472	-0.716998353201912	0.475905554413168	0.781398741277464	-6.23312404796517
Smurf1	-0.606505188560826	5.57198615298881	-0.716991421084886	0.475909803313233	0.781398741277464	-6.20589705247897
Lmbrd2	-0.615577876285042	3.25198778083547	-0.716786448563132	0.476035446662684	0.781472300590187	-5.90463416980345
Ergic1	-0.141597841188246	6.63635190458445	-0.716773592867653	0.476043327522326	0.781472300590187	-6.38382833834397
Hist2h2ac	-0.508982918662463	-1.85354173447994	-0.716626030982262	0.476133791850309	0.781519372171455	-5.5529482239143
Vps36	-0.142948283473406	5.47866431359502	-0.716582093389683	0.476160730104236	0.781519372171455	-6.31557946095103
Gm3055	-0.380383051089792	2.17612964909001	-0.716473150359918	0.476227527048626	0.78152010560479	-5.82518256047749
Hist1h2bk	-0.498650324147949	-1.62932072986215	-0.716354261552176	0.476300428105479	0.78152010560479	-5.55910926233459
Plscr3	-0.171153570790947	6.56463205720297	-0.716320442323773	0.476321166755206	0.78152010560479	-6.38226201097455
Olfr699	-0.527314516246882	-1.83754120659154	-0.716251412380728	0.476363498913509	0.78152010560479	-5.55376217055611
Zswim1	-0.223873195237656	2.99714883070287	-0.71621961677447	0.476382998069041	0.78152010560479	-5.970905578945
Pabpc1l	-0.412031538247616	-1.10119353096671	-0.716099625259972	0.476456588781382	0.781568048046637	-5.56843033688305
Nab1	0.195217065987165	6.35639677516756	0.715820231216306	0.476627965637023	0.781748595082298	-6.38885256690865
Tnrc6b	0.278646266051573	5.61485949884119	0.715721671746558	0.476688429037572	0.781748595082298	-6.34256655037384
Dnajc4	-0.242239857399432	3.79690264557061	-0.715644751319875	0.476735620492615	0.781748595082298	-6.11137016040309
Mn1	-0.367013823123011	3.5928258096679	-0.715630829492595	0.476744161953288	0.781748595082298	-5.95333529968061
Cyb5r3	0.178481224337136	8.49275813336259	0.715516575454643	0.476814263487936	0.781790773045745	-6.41954579404469
Pagr1a	0.690388727616611	1.55126753855105	0.715294802405799	0.47695035070251	0.781941124055414	-5.85131900890562
Ints1	-0.41098645382784	4.79057903543347	-0.715212021074195	0.477001153616185	0.781951639875556	-6.12387434968582
Wdr34	-0.210564349781163	3.18210126167351	-0.715007566688911	0.477126640281318	0.782084571991783	-6.03629588485913
Fcgbp	0.872466460318699	-1.34501751726472	0.714717080738433	0.477304961772715	0.782304075789742	-5.59075783349871
Hist2h3c1	-1.09904856204074	-0.814178433894047	-0.714457345722447	0.477464437679773	0.782476396012276	-5.564598328164
Gm45711	-0.48107764120536	-2.05841725433314	-0.714401165378796	0.477498936031561	0.782476396012276	-5.55461909891644
Vwf	-0.523929947991661	5.21212743413367	-0.714196358126956	0.477624712694485	0.782609705034513	-6.14248837771242
Ddx3y	-0.66483573732523	-2.27703949929368	-0.714106184424442	0.47768009623639	0.782627657673014	-5.54766014250364
Dcaf13	-0.143561500438992	5.24233311786406	-0.714032967078082	0.477725068042773	0.782628550045708	-6.29985286720363
Uchl5	0.16171252976448	4.39342508681637	0.713709745583117	0.477923626549115	0.782881030806139	-6.2408769328164
Olfr1280	0.623580254989696	-1.70926027001575	0.71350406735016	0.478050000968322	0.782915332718247	-5.57122979827743
Rpgr	-0.330682293558559	2.06357524497034	-0.713459579681351	0.478077337885523	0.782915332718247	-5.7761370668063
Smtnl1	-0.849364516287294	0.116581929718395	-0.713426904367563	0.478097416867882	0.782915332718247	-5.5821533094278
Sfxn5	0.214285347531747	3.88196918073927	0.713341611635808	0.478149831478703	0.782915332718247	-6.18582853500089
Depdc5	-0.451528426904422	4.35732119512557	-0.713314026628564	0.478166783873503	0.782915332718247	-6.1055416159295
Klhl8	0.457992080717984	2.41503022404748	0.713231653145451	0.478217408582902	0.782925452564722	-5.94518381947238
C87436	-0.175304158764701	3.78148514511979	-0.713103785638742	0.478295998731743	0.782934535249072	-6.14994080530731
Abraxas1	0.333542782710323	2.23885557137926	0.713078004283271	0.478311845387745	0.782934535249072	-5.92712025936483
Flot2	-0.600634329728063	5.40842342740241	-0.712915322331329	0.478411845538437	0.783025464183322	-6.23529355707442
Prss36	-0.545488481959934	0.548068120267712	-0.7128227217617	0.478468772073578	0.783045883393548	-5.64492182351287
Sostdc1	-0.593518653132252	-0.90624097407263	-0.712614049503817	0.478597067975487	0.783152776304388	-5.56874559785441
Adam22	0.477905108665668	1.90693787070827	0.712569639225201	0.478624374788833	0.783152776304388	-5.81366827874362
Hykk	-0.321236891810999	2.65437715024848	-0.712492133766226	0.478672033118831	0.783152776304388	-5.84193844948606
Ceacam1	0.333654721932071	2.50868544591182	0.712360377927941	0.478753056247866	0.783152776304388	-5.97382368553635
Fam168a	-0.175049797669118	6.19517068813632	-0.712354986384117	0.478756371935851	0.783152776304388	-6.36833853107294
Hs6st1	-0.22654330783317	5.88980738564829	-0.711981679150084	0.478985979359927	0.783270285253072	-6.33275698186415
Olfr279	0.43848406401609	-0.224624245318932	0.711966539497192	0.478995292496001	0.783270285253072	-5.64245795401389
